Code,Name,Close,Changes,ChagesRatio,Volume,Marcap,ROA,PER
052710,아모텍,7890,140,1.81,58778,115313210010,0.2,-33.91
376980,원티드랩,12190,460,3.92,2572849,115277124240,3.4,23.57
411080,샌즈랩,7630,-210,-2.68,26120,115176665940,-6.8,67.73
004150,한솔홀딩스,2740,0,0.0,36671,115103500980,2.9,5.09
417500,제이아이테크,3510,30,0.86,163610,115074451440,5.3,
004890,동일산업,47400,-550,-1.15,4420,114955191000,1.6,53.0
040420,정상제이엘에스,7330,0,0.0,3596,114916456160,14.6,8.23
417790,트루엔,10400,-130,-1.23,47750,114396360000,14.1,
269620,시스웍,889,0,0.0,0,114309913620,-13.0,-6.31
255440,야스,8750,-80,-0.91,5845,114257500000,-4.4,-24.51
034590,인천도시가스,25950,-100,-0.38,2258,113524866300,2.2,19.46
053280,예스24,4535,-5,-0.11,14090,113375000000,0.6,-57.69
047400,유니온머티리얼,2695,-45,-1.64,255178,113190000000,-2.1,-27.9
234690,녹십자웰빙,6370,30,0.47,10776,113081998120,4.4,15.65
035610,솔본,4135,0,0.0,25809,113075697595,16.0,-27.56
140670,알에스오토메이션,12150,-120,-0.98,103827,113033151000,-5.4,-43.49
353810,이지바이오,3305,0,0.0,11907,113003634600,9.5,11.06
309960,LB인베스트먼트,4865,395,8.84,9568717,112951867735,5.4,17.06
258610,케일럼,4215,115,2.8,250716,112907765595,-23.9,-3.7
000500,가온전선,17750,0,0.0,24938,112870936500,3.8,6.19
012800,대창,1237,-7,-0.56,843540,112740797263,-3.5,-19.67
391710,코닉오토메이션,2710,-25,-0.91,119673,112473731620,-13.1,-24.27
037950,엘컴텍,1330,-6,-0.45,2851585,112315200270,5.5,17.52
046140,SBS콘텐츠허브,5230,-40,-0.76,17976,112254392650,3.1,15.55
036580,팜스코,3055,10,0.33,53747,112203865865,-1.7,1.99
368770,파이버프로,3410,0,0.0,167007,112032907250,6.8,39.02
355390,크라우드웍스,27650,-900,-3.15,116255,111872121200,,
104620,노랑풍선,7060,-30,-0.42,27578,111845409560,4.7,-16.31
450520,인스웨이브시스템즈,22800,2400,11.76,2315397,111754792800,1.2,
007280,한국특강,1842,-16,-0.86,42579,111606039516,6.4,3.51
352910,오비고,9160,-140,-1.51,18394,111441411880,1.7,211.64
041440,현대에버다임,6220,0,0.0,41532,111437171680,5.3,13.42
206400,베노티앤알,3700,-135,-3.52,78564,111367365600,11.1,-30.18
108380,대양전기공업,11610,40,0.35,10427,111076736130,2.0,-53.76
060310,3S,2280,-30,-1.3,80296,110663543760,5.4,49.51
265560,영화테크,10350,-20,-0.19,19424,110643363000,7.4,14.25
001045,CJ우,48950,800,1.66,1368,110637915850,,36.01
033230,인성정보,2820,45,1.62,4671592,110587371600,-3.0,1168.18
199820,제일전기공업,9950,-20,-0.2,3329,110544500000,5.5,20.44
011300,성안,1641,-116,-6.6,880378,110523068127,-12.9,-15.14
093920,서원인텍,5920,0,0.0,13051,110112000000,7.9,7.99
238090,앤디포스,4675,475,11.31,786017,110055591525,-3.5,-3.3
332570,와이팜,2790,-30,-1.06,52548,110035803240,6.0,13.82
274400,이노시뮬레이션,14070,10,0.07,991933,110024951820,-8.4,-39.51
196490,디에이테크놀로지,3245,-60,-1.82,215497,109946674640,-25.1,-3.87
290720,푸드나무,8200,50,0.61,27701,109905075600,-11.4,-15.26
049180,셀루메드,2565,-95,-3.57,94862,109794119625,-18.3,-7.05
305090,마이크로디지탈,7020,-80,-1.13,32761,109769381280,-6.1,-14.22
003350,한국화장품제조,24200,-400,-1.63,19425,109674400000,10.3,16.3
016740,두올,3310,-35,-1.05,69968,109450710800,4.9,4.8
123690,한국화장품,6800,-170,-2.44,156418,109262400000,11.1,33.97
002460,화성산업,10760,60,0.56,19829,109214000000,4.2,2.71
234300,에스트래픽,3960,65,1.67,147859,109027678320,1.7,5.07
950110,SBI핀테크솔루션즈,4520,15,0.33,2488,108717480800,0.7,26.9
317830,에스피시스템스,10090,140,1.41,465610,108707823620,1.1,126.53
073560,우리손에프앤지,1566,-6,-0.38,91135,108426148938,2.9,12.66
446540,메가터치,5210,255,5.15,4608733,108216910000,1.5,
264900,크라운제과,8640,30,0.35,12383,108206064000,7.4,6.25
045660,에이텍,13100,470,3.72,131512,108206000000,8.1,15.79
007820,에스엠코어,5400,0,0.0,15414,108183308400,-7.9,-32.65
288620,에스퓨얼셀,15500,-210,-1.34,10870,108179398000,0.4,121.99
066620,국보디자인,14390,-110,-0.76,4839,107925000000,9.1,5.06
012600,청호ICT,2490,0,0.0,0,107911154370,-16.0,-7.41
170030,현대공업,7020,-50,-0.71,27974,107686800000,7.8,6.47
000440,중앙에너비스,17280,-140,-0.8,40655,107604806400,-0.7,15356.96
333620,엔시스,10170,-100,-0.97,9831,107358018480,3.3,63.69
050110,캠시스,1454,7,0.48,267672,107340267572,-1.5,-39.75
013520,화승코퍼레이션,2140,-45,-2.06,3391818,107109679280,4.0,11.19
308170,씨티알모빌리티,12440,-70,-0.56,27657,107108400000,-1.0,-2612.96
049520,유아이엘,4915,-95,-1.9,36750,107072960440,5.7,57.51
049080,기가레인,1261,3,0.24,4968488,107037900567,-5.1,-18.82
309930,오하임앤컴퍼니,5030,-70,-1.37,71315,107015211700,4.8,53.44
160600,이큐셀,3100,0,0.0,0,106895911200,4.3,8.36
396300,세아메카닉스,4035,-25,-0.62,72287,106885132500,4.0,30.97
141000,비아트론,8820,-10,-0.11,14252,106851742200,1.2,11.74
018120,진로발효,16100,-40,-0.25,741,106600032000,6.8,29.58
071670,에이테크솔루션,10660,-40,-0.37,37768,106600000000,0.5,53.2
217190,제너셈,12150,270,2.27,46606,106545464100,1.1,17.53
155650,와이엠씨,5470,-40,-0.73,25731,106524738260,13.9,5.77
053450,세코닉스,7200,20,0.28,57503,106508181600,3.4,23.04
066590,우수AMS,2725,245,9.88,7960731,106474208400,1.5,-8.41
059210,메타바이오메드,4460,-50,-1.11,963243,106426085460,7.7,30.64
067370,선바이오,8620,-20,-0.23,9595,106142844100,14.2,28.92
069540,라이트론,3795,-115,-2.94,627865,106096230570,-17.0,-13.9
153710,옵티팜,7230,-140,-1.9,26275,106063796340,-7.4,-50.76
072020,중앙백신,10640,10,0.09,58467,105974400000,4.3,38.15
430690,한싹,19450,-530,-2.65,1132914,105957278750,5.9,
260930,씨티케이,5460,50,0.92,8214,105605086860,4.0,247.22
348350,위드텍,10370,-30,-0.29,11648,105603932000,5.8,17.3
053050,지에스이,3520,-160,-4.35,963754,105556341440,5.3,21.31
263860,지니언스,11170,-190,-1.67,8145,105496182000,9.4,20.55
035000,HS애드,6360,0,0.0,6507,105368721240,-0.3,6.67
004720,팜젠사이언스,5840,-220,-3.63,176262,105134418960,2.4,22.13
093190,빅솔론,5460,20,0.37,23171,105044421300,4.2,69.97
004830,덕성,6690,1540,29.9,8009236,104899200000,5.8,26.53
380440,엔에이치스팩19호,10200,-10,-0.1,38790,104631600000,3.2,47.25
353590,오토앤,8100,-200,-2.41,53635,104292117000,-0.7,-1477.08
306620,네온테크,2500,-35,-1.38,126417,104284017500,0.1,-14.87
027580,상보,1762,-1,-0.06,1674191,104277413598,5.0,11.38
094850,참좋은여행,7440,-20,-0.27,25907,104160000000,5.6,
302550,리메드,16990,-60,-0.35,7443,104108195840,-1.9,-974.59
350520,이지스레지던스리츠,3670,-5,-0.14,4418,104076124390,,
064800,젬백스링크,1241,-3,-0.24,119889,103930172197,-1.2,-7.39
348080,큐라티스,2535,-65,-2.5,426339,103846444845,-29.1,-2.32
203400,에이비온,5350,-90,-1.65,54689,103833768350,-65.3,-6.39
024880,케이피에프,5010,30,0.6,52807,103620817980,5.2,4.52
054930,유신,34500,250,0.73,60006,103500000000,12.7,4.11
011150,CJ씨푸드,2880,-80,-2.7,678446,103480626240,1.0,23.18
214420,토니모리,4300,-130,-2.93,156009,103435635700,2.2,41.22
098120,마이크로컨텍솔,12440,-510,-3.94,602940,103410809040,10.3,9.5
234100,폴라리스세원,1902,-42,-2.16,287931,103362759696,8.4,41.48
263050,유틸렉스,2805,5,0.18,209958,103119808275,-32.0,-4.47
002600,조흥,171500,-2000,-1.15,12,102900000000,-1.3,24.61
253840,수젠텍,6170,-10,-0.16,18363,102396943630,-6.5,-4.38
009300,삼아제약,16050,50,0.31,6271,102238500000,10.4,5.1
389140,포바이포,9230,-400,-4.15,144789,102205959050,-19.5,-8.06
058860,KTis,2935,-30,-1.01,181074,102143870000,4.8,8.47
078130,국일제지,800,0,0.0,0,102093978400,-19.1,-4.35
019010,베뉴지,2115,-10,-0.47,13273,101943000000,0.1,11.42
068050,팬엔터테인먼트,3670,-30,-0.81,86474,101637258920,4.8,158.44
241690,유니테크노,4060,35,0.87,314498,101546953900,4.2,15.91
284620,카이노스메드,3635,360,10.99,1789223,101497909460,-47.0,-6.98
011690,와이투솔루션,2775,-35,-1.25,263710,101493943350,-2.8,-79.54
208140,정다운,3105,35,1.14,345415,101484583830,19.6,3.51
010170,대한광통신,1362,-7,-0.51,209738,101484208092,-6.4,-10.38
059120,아진엑스텍,10410,-190,-1.79,933790,101482884360,0.7,-408.03
073010,케이에스피,2800,60,2.19,110212,101338319600,13.2,12.69
049960,쎌바이오텍,10780,-300,-2.71,6062,101332000000,4.1,632.64
003480,한진중공업홀딩스,3430,-10,-0.29,17016,101287255160,0.0,22.59
302430,이노메트리,10300,-150,-1.44,97063,101282042400,8.3,22.4
088280,쏘닉스,5840,30,0.52,561869,101069901600,-14.1,
009470,삼화전기,15250,-110,-0.72,17702,100860755000,6.0,16.72
226440,한송네오텍,1530,0,0.0,0,100580954580,-13.9,-6.46
043650,국순당,5630,70,1.26,157909,100542251520,1.8,-96.47
033250,체시스,3140,460,17.16,32575977,100480000000,-0.5,-136.76
001540,안국약품,7700,-130,-1.66,456918,100426634000,2.4,22.06
289080,SV인베스트먼트,1886,0,0.0,166089,100399324000,5.9,59.8
101930,인화정공,10750,140,1.32,7756,100315828750,-1.7,-13.17
078890,가온그룹,5910,-70,-1.17,104268,100302445590,-4.2,-6.74
340360,다보링크,2345,95,4.22,926469,100284300200,-3.9,-10.38
417970,모델솔루션,15640,-40,-0.26,3970,100044388000,2.7,32.54
950200,소마젠,5200,-20,-0.38,14327,99975475600,-5.4,27854.7
361570,알비더블유,3490,10,0.29,68908,99937165590,-2.2,-84.21
029480,광무,2085,-35,-1.65,452025,99846252735,26.1,8.75
227840,현대코퍼레이션홀딩스,10960,170,1.58,17594,99745162560,13.6,2.93
044820,코스맥스비티아이,10380,-20,-0.19,21871,99688699980,0.4,-12.5
321370,센서뷰,3815,-125,-3.17,309986,99687399700,,
037370,EG,11540,-20,-0.17,33889,99532176880,-12.6,-9.68
052330,코텍,6390,-10,-0.16,51178,99521387280,3.1,13.76
105550,트루윈,2240,-10,-0.44,146667,99356611200,-5.0,
246720,아스타,7650,360,4.94,87295,99346916250,-34.6,
086820,바이오솔루션,12190,-210,-1.69,9124,99268362940,-7.7,-15.31
122310,제노레이,6820,0,0.0,252060,99257216080,9.8,8.46
025550,한국선재,4145,5,0.12,103896,99103625710,2.5,18.41
087260,모바일어플라이언스,3040,-20,-0.65,309558,98960697440,1.5,140.8
203690,스피어파워,10410,340,3.38,122490,98877688170,-21.1,-10.07
033170,시그네틱스,1153,-13,-1.11,118143,98844751807,-6.9,-54.86
053260,금강철강,5280,50,0.96,13719,98841600000,6.7,21.19
069510,에스텍,9050,50,0.56,16822,98735500000,11.1,4.07
294630,서남,4190,335,8.69,19701154,98626143210,-74.9,-9.59
002720,국제약품,4655,-205,-4.22,734596,98499017960,-7.8,-8.82
010660,화천기계,4475,-45,-1.0,671218,98450000000,0.3,-277.19
002450,삼익악기,1086,-6,-0.55,14425,98316573690,1.0,-9.87
002800,신신제약,6470,-170,-2.56,325526,98153135000,5.2,19.38
086040,바이오톡스텍,6150,-130,-2.07,23481,98143219050,-7.9,-113.23
066670,디스플레이텍,5250,-60,-1.13,36326,98132569500,4.1,32.35
065710,서호전기,19040,0,0.0,4876,98056000000,15.4,6.04
036090,위지트,878,-31,-3.41,3657995,98047887812,-4.7,5.91
039290,인포뱅크,11270,90,0.81,42306,97981132060,15.2,14.71
078000,텔코웨어,10090,10,0.1,7610,97900303540,3.5,10.11
204840,지엘팜텍,1570,-130,-7.65,2103518,97895875770,-9.1,-23.82
225190,삼양옵틱스,9630,10,0.1,4635,97741495440,-6.2,43.74
095190,이엠코리아,2295,-10,-0.43,22297,97723479915,-1.4,-10.42
106190,하이텍팜,13780,-150,-1.08,14596,97683415960,3.6,13.93
011370,서한,968,-3,-0.31,85437,97666229320,0.8,3.88
039860,나노엔텍,3640,-40,-1.09,35446,97579762280,-7.6,-21.8
048430,유라테크,8470,-280,-3.2,183602,97574400000,14.8,11.79
217500,러셀,3065,10,0.33,49964,97503780000,4.2,78.89
215100,로보로보,4790,-55,-1.14,116687,97469094660,6.4,92.14
352700,씨앤투스,3570,35,0.99,142063,97378529430,2.4,86.97
017040,광명전기,2245,15,0.67,52303,97292945675,2.5,27.43
112290,와이씨켐,9620,10,0.1,9597,97263442900,-1.9,161.93
011320,유니크,5030,-60,-1.18,68447,97183095850,5.3,12.75
067830,세이브존I&C,2365,-5,-0.21,46038,97061716675,2.4,6.91
347000,센코,2940,-50,-1.67,181633,97034629440,-7.0,-62.45
066410,버킷스튜디오,1153,0,0.0,0,96978744678,16.0,14.24
308080,바이젠셀,5060,-30,-0.59,17052,96978644400,-20.5,-6.99
004140,동방,2020,59,3.01,3662188,96902967320,3.9,11.89
033830,티비씨,967,14,1.47,563174,96700000000,3.9,19.69
440320,오픈놀,9850,190,1.97,3303400,96579250000,3.3,
090410,덕신하우징,2095,-5,-0.24,338048,96546179025,17.6,7.52
009780,엠에스씨,5450,-20,-0.37,9062,95920000000,9.3,5.36
065130,탑엔지니어링,5610,10,0.18,42241,95753151780,3.5,-4.45
290090,트윔,12900,-70,-0.54,5505,95545011000,-2.5,-62.39
012690,모나리자,2605,-20,-0.76,25747,95268119275,10.4,10.76
004920,씨아이테크,1902,20,1.06,587403,95225138286,-11.9,-10.75
446070,유니드비티플러스,8970,340,3.94,202041,95182598550,0.8,
201490,미투온,3045,-25,-0.81,52542,95179909650,9.3,11.6
368600,아이씨에이치,5600,250,4.67,238054,95167884000,-13.5,-7.79
127980,화인써키트,8030,-100,-1.23,11924,95080692520,-1.5,
187870,디바이스이엔지,13510,60,0.45,3366,95064587590,3.0,34.7
140610,엔솔바이오사이언스,8770,-120,-1.35,2422,94959928780,,
053290,NE능률,5740,-20,-0.35,817399,94861002180,-2.2,-77.46
042510,라온시큐어,2450,100,4.26,7297800,94733527700,11.9,13.14
130580,나이스디앤비,6150,-10,-0.16,7408,94710000000,16.2,7.59
105740,디케이락,9320,0,0.0,75437,94658701160,10.5,8.32
226400,오스테오닉,4580,-140,-2.97,183550,94630132580,0.8,244.65
226340,본느,2685,-35,-1.29,601461,94541040960,6.5,18.08
065530,와이어블,1786,9,0.51,96196,94407960000,0.3,
011560,세보엠이씨,8960,60,0.67,18533,94348800000,6.6,3.44
240600,유진테크놀로지,13580,-420,-3.0,109146,94084290580,14.9,
078140,대봉엘에스,8480,-140,-1.62,99630,94014189920,3.0,13.97
003780,진양산업,7230,-70,-0.96,55259,93990000000,8.9,11.37
086710,선진뷰티사이언스,7690,110,1.45,58666,93843223200,7.2,6.0
101140,인바이오젠,9340,0,0.0,0,93812977440,17.6,4.56
128660,피제이메탈,3780,-15,-0.4,52394,93756734820,19.3,
013360,일성건설,1735,-29,-1.64,115175,93733166800,0.9,-117.2
333430,일승,3050,80,2.69,118373,93716578350,1.8,294.84
033320,제이씨현시스템,4895,-105,-2.1,2216397,93565144640,0.2,12.74
000520,삼일제약,6140,-110,-1.76,27369,93492466040,0.3,40.5
008970,동양철관,785,0,0.0,233651,93324952650,-2.0,-38.8
417840,저스템,13040,350,2.76,56719,93302947360,-6.9,
244920,에이플러스에셋,4120,-10,-0.24,56036,93143695160,3.7,7.61
056090,이노시스,1180,0,0.0,0,93078496760,-2.3,-4.67
257370,피엔티엠에스,9210,0,0.0,0,92999789370,-8.9,-9.79
123410,코리아에프티,3340,25,0.75,641214,92989153760,7.3,3.85
016090,대현,2095,0,0.0,68239,92771439450,6.1,3.94
204610,티쓰리,1381,-18,-1.29,384763,92623283320,4.9,
033540,파라텍,1160,78,7.21,3615085,92555396600,-3.6,-7.33
412350,레이저쎌,10630,-180,-1.67,122327,92549797360,-10.8,-33.43
006140,피제이전자,6160,-40,-0.65,10975,92400000000,3.2,19.23
192250,케이사인,1304,1,0.08,153547,92155319128,2.2,21.13
218150,미래생명자원,4510,10,0.22,131703,92075267020,1.6,142.22
424980,마이크로투나노,15550,500,3.32,67703,92038739500,-13.5,
046120,오르비텍,3395,-45,-1.31,105093,91898657480,-7.6,-13.74
317770,엑스페릭스,4020,305,8.21,2105110,91582056120,-0.9,240.8
256630,포인트엔지니어링,1575,3,0.19,39626,91345388400,-3.0,-29.47
417860,오브젠,23400,-550,-2.3,13858,91338390000,-45.0,-26.81
327260,RF머트리얼즈,10830,270,2.56,68290,91331891730,2.5,47.42
071280,로체시스템즈,5970,10,0.17,35110,91320719910,8.2,6.51
340810,씨유박스,8820,970,12.36,1810923,91268134020,-23.3,
032850,비트컴퓨터,5490,-10,-0.18,285643,91261878570,7.9,16.84
014200,광림,1006,0,0.0,0,91250936176,-0.3,-40.43
053980,오상자이엘,5140,-10,-0.19,37942,91224113480,37.0,4.56
191420,테고사이언스,11230,200,1.81,64453,91062205820,-5.7,-73.84
306040,에스제이그룹,9230,-60,-0.65,4125,91061592440,11.1,5.98
271830,팸텍,3160,50,1.61,2773531,90764193360,-1.8,17.35
009730,코센,2970,5,0.17,582167,90753618780,6.1,33.92
103840,우양,5700,-310,-5.16,661730,90713345400,-2.2,-42.88
054040,한국컴퓨터,5630,60,1.08,106575,90481362700,13.2,4.7
438700,버넥트,8220,-40,-0.48,51078,90382516800,,
100590,머큐리,5700,-40,-0.7,100323,90231131100,2.1,
413640,비아이매트릭스,12500,20,0.16,536495,90086750000,-6.8,
465770,STX그린로지스,12560,450,3.72,948903,90068161920,,
009200,무림페이퍼,2160,5,0.23,38394,89876109600,0.3,17.6
196300,애니젠,15130,50,0.33,57334,89831258220,-27.7,-10.51
173940,에프엔씨엔터,5830,160,2.82,7974,89669824970,-7.8,-7.6
063440,SM Life Design,1946,-7,-0.36,135056,89572733684,6.3,21.31
097800,윈팩,1503,9,0.6,98040,89555497488,-13.1,-8.57
260660,알리코제약,5840,-40,-0.68,11497,89509802640,5.9,12.69
288980,모아데이타,2650,-50,-1.85,718175,89256801800,-7.7,-317.53
080000,에스엔유,2600,0,0.0,75201,89239462000,4.7,11.08
025560,미래산업,2930,45,1.56,988765,89159226100,-13.9,-4.52
000220,유유제약,5230,-330,-5.94,1533867,89079195730,-2.8,-13.05
004650,창해에탄올,9690,30,0.31,4969,89059675650,-8.1,-9.07
054920,한컴위드,3155,-15,-0.47,71658,89024890555,8.3,11.62
151910,SBW생명과학,499,1,0.2,75289,88892948818,0.5,-14.28
383930,디티앤씨알오,7000,310,4.63,10662946,88861584000,-3.3,
092440,기신정기,3040,5,0.16,16103,88768000000,1.4,29.08
33626K,두산퓨얼셀1우,6630,-70,-1.04,4444,88604646000,,283.6
031820,콤텍시스템,731,-9,-1.22,406522,88488621646,1.1,3.09
377220,프롬바이오,6250,-170,-2.65,114085,88468750000,-8.2,-31.01
241770,메카로,8670,0,0.0,7269,88370188800,-1.1,3.02
019590,엠벤처투자,774,31,4.17,505888,88210103508,-4.7,-4.13
122350,삼기,2300,-30,-1.29,181364,88180684400,1.2,-3.58
347770,핌스,3855,-45,-1.15,40555,88113896910,6.1,17.01
452300,캡스톤파트너스,6600,-460,-6.52,5559663,88086108000,5.4,
069920,아이에스이커머스,3405,30,0.89,87723,87938762610,-12.6,-7.63
023810,인팩,8790,-30,-0.34,10015,87900000000,3.6,5.93
058730,다스코,4530,40,0.89,135339,87868142730,4.5,8.51
405920,나라셀라,6820,-10,-0.15,309923,87828478320,0.9,
005740,크라운해태홀딩스,5900,60,1.03,6682,87599347300,3.5,15.44
163560,동일고무벨트,6290,-10,-0.16,11095,87431000000,3.0,7.85
294140,레몬,2080,-30,-1.42,135900,87360000000,-50.9,-5.7
323230,엠에프엠코리아,2295,75,3.38,758875,87234214545,-3.7,-16.29
008870,금비,87200,600,0.69,5915,87200000000,0.5,-6.58
012790,신일제약,7260,-50,-0.68,9987,87021372900,8.2,6.45
363260,모비데이즈,540,-8,-1.46,165454,86842177380,1.3,87.3
043910,자연과환경,1065,-8,-0.75,236453,86681892120,1.6,133.32
129920,대성하이텍,6320,-100,-1.56,94387,86679134960,-3.4,-36.13
004960,한신공영,7490,100,1.35,39711,86664557980,0.2,2.62
389030,지니너스,2605,-115,-4.23,457916,86662736225,-16.8,-12.87
276040,스코넥,6900,-30,-0.43,66693,86625870600,-19.7,-29.75
051490,나라엠앤디,6100,10,0.16,16506,86620000000,5.7,6.5
046390,삼화네트웍스,2005,0,0.0,143657,86561730665,3.1,9.49
301300,바이브컴퍼니,7020,-100,-1.4,30639,86523563880,61.8,4.98
010960,삼호개발,3445,10,0.29,7062,86125000000,5.5,8.26
007590,동방아그로,6320,20,0.32,3892,86063086640,16.6,7.8
066980,한성크린텍,1718,-2,-0.12,63531,85960867022,-2.4,-18.75
158430,아톤,3930,10,0.26,103644,85744288050,4.6,4.63
004060,SG세계물산,423,1,0.24,283444,85625758080,0.4,-108.43
038680,에스넷,4640,25,0.54,60750,85528535360,0.8,88.93
009440,KC그린홀딩스,3810,85,2.28,14026813,85477273800,-0.8,17.45
041520,이라이콤,7010,-100,-1.41,17951,85442997300,-3.1,-10.0
369370,블리츠웨이,2010,10,0.5,28190,85410813420,-15.2,-11.39
005800,신영와코루,9490,10,0.11,1582,85410000000,2.4,3.93
263800,데이타솔루션,5260,10,0.19,49852,85298158800,-1.6,137.92
036640,HRS,5210,0,0.0,39479,85208508000,9.4,7.74
003610,방림,2010,10,0.5,42352,85051320900,-1.4,-149.87
007110,일신석재,1098,-11,-0.99,445315,85047357780,0.3,54.91
004770,써니전자,2440,15,0.62,269528,85021826840,6.1,16.4
024940,PN풍년,8500,-50,-0.58,92769,85000000000,4.0,37.21
066310,큐에스아이,9160,-100,-1.08,11965,84928048360,6.1,15.47
405000,플라즈맵,4370,-80,-1.8,39562,84823850040,-49.7,
304360,에스바이오메딕스,7480,-80,-1.06,45317,84801328480,-22.9,-16.04
001560,제일연마,8460,0,0.0,2226,84600000000,11.8,7.42
217950,파마리서치바이오,20800,0,0.0,122,84539332800,13.7,
064480,브리지텍,7070,-290,-3.94,656768,84504175000,4.2,27.28
005870,휴니드,5980,0,0.0,616677,84413769700,1.8,4.37
024890,대원화성,2045,5,0.25,48054,84354515840,-1.4,-9.65
033180,KH 필룩스,1326,0,0.0,0,84294994836,2.1,-1.12
069460,대호에이엘,1270,46,3.76,1304175,84156591910,2.5,14.06
006580,대양제지,3130,25,0.81,3817,84040500000,0.3,-92.36
142280,녹십자엠에스,3975,-35,-0.87,16813,83941199925,3.7,80.18
024910,경창산업,2335,0,0.0,70451,83637376675,2.5,7.11
109860,동일금속,9190,10,0.11,49081,83629000000,6.3,16.9
015710,코콤,4765,10,0.21,71769,83532832500,1.0,75.0
338100,NH프라임리츠,4475,-10,-0.22,15518,83503500000,,
322180,티라유텍,5050,-90,-1.75,59069,83423348750,-6.7,-71.67
039240,경남스틸,3090,0,0.0,47989,83366976360,6.7,8.97
131030,옵투스제약,5160,-90,-1.71,28963,83350315920,7.2,10.0
089790,제이티,8070,-70,-0.86,33881,83246189910,3.1,9.46
024950,삼천리자전거,6260,0,0.0,28120,83092592020,7.2,11.37
189980,흥국에프엔비,2070,-15,-0.72,23442,83085301890,4.4,11.54
434480,모니터랩,6860,-30,-0.44,418696,83007715000,-15.2,
049480,오픈베이스,2635,15,0.57,122390,82797979205,2.7,18.18
001290,상상인증권,763,0,0.0,152605,82661222560,1.3,13.92
205500,액션스퀘어,1775,80,4.72,238610,82619252950,-21.8,-8.16
033130,디지틀조선,2225,95,4.46,2740154,82581469075,4.7,23.02
341170,퓨쳐메디신,7840,-70,-0.88,1772,82580327200,,
101170,우림피티에스,6100,100,1.67,196627,82350000000,4.5,23.04
142760,비엘,2550,-10,-0.39,1975651,82301354550,-5.4,-7.53
223250,드림씨아이에스,3470,-105,-2.94,220291,82271201600,2.9,19.43
038010,제일테크노스,9130,-200,-2.14,671260,82170000000,14.0,2.84
042110,에스씨디,1700,84,5.2,1045726,82160258800,3.5,18.29
339950,아이비김영,1826,-9,-0.49,351090,82072592030,-2.4,41.17
239610,에이치엘사이언스,15220,-390,-2.5,10252,82067990300,-1.5,-69.18
078590,휴림에이텍,616,-30,-4.64,6039387,81932286128,6.1,35.18
239340,줌인터넷,3035,70,2.36,1713088,81883189190,-10.4,-21.7
373170,엠아이큐브솔루션,16560,-330,-1.95,28223,81854920800,,
119650,KC코트렐,1607,15,0.94,1764122,81853236010,-1.9,-4.91
066910,손오공,2420,0,0.0,368230,81757906780,-18.0,-6.46
418250,시큐레터,10280,-290,-2.74,116764,81719163800,-37.4,
000910,유니온,5230,-10,-0.19,167117,81648767370,8.0,-6.69
014790,HL D&I,2155,0,0.0,20194,81585285155,1.1,6.55
180060,탑선,8720,160,1.87,361,81511647520,,
006340,대원전선,1132,5,0.44,309401,81463852488,3.3,17.44
065950,웰크론,2885,0,0.0,262103,81447306270,1.7,-60.55
150900,파수,6980,-10,-0.14,13879,81351355560,-0.7,19.6
307180,아이엘사이언스,3150,70,2.27,61990,81339901650,-12.3,-11.3
263700,케어랩스,4185,-15,-0.36,30074,81248427000,-5.7,-4.55
092300,현우산업,4345,-35,-0.8,41381,81133385520,4.3,8.86
066360,체리부로,1689,22,1.32,1437165,80990953335,5.5,7.62
046970,우리로,1847,-25,-1.34,1094820,80944773153,-4.9,-10.1
376180,피코그램,4395,-95,-2.12,71008,80942090910,2.8,121.77
124500,아이티센,3940,45,1.16,241328,80816204380,-0.7,32.64
036670,KCI,7170,50,0.7,15677,80805900000,9.3,6.79
002140,고려산업,3240,45,1.41,169527,80803737000,0.4,14.25
037330,인지디스플레,1841,15,0.82,82913,80792697384,5.8,6.46
004910,조광페인트,6310,10,0.16,6400,80768000000,0.3,-16.8
008110,대동전자,7690,0,0.0,2151,80671537430,8.0,5.67
115500,케이씨에스,6720,-100,-1.47,93339,80640000000,7.7,41.19
017480,삼현철강,5130,10,0.2,3181,80555825700,6.7,6.29
095270,웨이브일렉트로,5370,-20,-0.37,11388,80395644720,-4.6,-25.64
388790,라이콤,2680,-90,-3.25,410881,80169332400,-34.9,
049430,코메론,8860,-10,-0.11,2642,80165280000,9.1,4.31
013870,지엠비코리아,4190,-35,-0.83,15720,79912853200,1.4,12.36
378850,화승알앤에이,4200,125,3.07,897415,79773216600,6.4,3.42
186230,그린플러스,7370,0,0.0,84675,79744785560,-3.9,-31.33
053270,구영테크,2980,5,0.17,174446,79739817440,7.0,4.91
004270,남성,2200,-35,-1.57,691336,79666752000,-3.8,-9.99
229000,젠큐릭스,5980,-360,-5.68,536761,79637388220,-68.5,-1.3
085310,엔케이,995,5,0.51,101914,79583435240,5.8,5.04
111110,호전실업,8150,-40,-0.49,33302,79462369600,7.8,4.37
378800,샤페론,3440,-65,-1.85,104578,79364346640,-34.5,
043260,성호전자,1486,-6,-0.4,257727,79360400624,8.1,10.13
006090,사조오양,8420,-30,-0.36,8603,79339462380,6.9,6.03
076080,웰크론한텍,3510,65,1.89,322469,79305487560,1.2,50.43
314140,알피바이오,9150,10,0.11,10091,79297203150,3.1,95.59
081150,티플랙스,3265,-25,-0.76,146459,79236332530,-0.8,42.41
